Area,Total Population,Age Under 5,Age 5-9,Age 10-14,Age 15-19,Age 20-24,Age 25-29,Age 30-34,Age 35-39,Age 40-44,Age 45-49,Age 50-54,Age 55-59,Age 60-64,Age 65-69,Age 70-74,Age 75-79,Age 80-84,Age 85 and Over,Median Age,Sex Ratio (Males per 100 Females),Civilian Employed Total,"Occ. Management, Business, Science, Arts",Occ. Services,Occ. Sales and Office,"Occ. Natural Resources, Construction, Maintenance","Occ. Production, Transportation, Material Moving",Median HH Income,Mean HH Income
"Huron, SD Micro Area",19279,1558,1745,1467,1077,1040,936,1316,1195,955,1071,914,1203,1279,977,963,560,335,688,36.9,98.3,9167,2880,1261,1448,855,2723,63082,79653
"Hutchinson, KS Micro Area",61693,3289,3934,3960,4134,3970,3491,3573,4070,3510,3409,3572,3742,4504,4023,3118,2076,1130,2188,40.7,102.7,29154,9511,5401,6250,2611,5381,60498,76600
"Hutchinson, MN Micro Area",36771,1995,2326,2350,2365,1975,2163,2070,2554,2115,2113,2315,2380,2817,1972,1960,1166,1114,1021,41.5,101.0,19328,5969,2937,3571,2275,4576,78468,98060
"Idaho Falls, ID Metro Area",161944,12140,13815,15103,12700,9753,10170,11072,11097,11158,8806,7815,8072,8653,7800,5391,3445,2878,2076,33.2,101.6,73983,28016,12709,15095,8087,10076,77300,98092
"Indiana, PA Micro Area",83213,3746,4249,4236,7742,8772,4408,4341,4580,4033,4144,4873,5406,6001,5226,4583,2694,2030,2149,39.5,99.3,36689,12153,7025,7810,3952,5749,58739,77466
"Indianapolis-Carmel-Greenwood, IN Metro Area",2106327,133713,143334,151275,139734,130907,148395,152219,148738,139354,129942,130793,131753,124148,104121,81156,51906,31175,33664,36.7,96.6,1069712,467461,150134,215634,78044,158439,77065,106219
"Iowa City, IA Metro Area",177420,9797,10252,9804,15273,24701,13933,11502,11389,10653,8934,8891,8643,9225,8101,6554,4400,2543,2825,31.9,98.8,97611,47574,15920,17377,6153,10587,74142,106847
"Iron Mountain, MI-WI Micro Area",30557,1472,1662,1612,1638,1411,1523,1491,1668,1762,1579,2007,2458,2825,2536,1815,1366,708,1024,48.6,103.2,13820,4381,2306,3179,1432,2522,61960,79254
"Ithaca, NY Metro Area",102879,3712,4275,4161,13549,15668,6839,5525,5639,5583,5143,5017,5435,5839,5697,4189,3139,1816,1653,32.8,96.1,49388,29353,7409,7146,2321,3159,73012,102676
"Jackson, MI Metro Area",160187,8646,9310,9806,10205,9849,10333,10464,9168,10032,9391,10481,11222,11550,10224,7628,4951,3462,3465,41.2,105.6,69430,24472,12816,13590,6492,12060,65004,86795
"Jackson, MS Metro Area",615908,37285,37564,43729,44149,40227,39886,40795,39338,42672,37518,37202,38285,39194,33328,26443,17069,11094,10130,38.1,93.1,274479,106711,46952,57679,23126,40011,60489,85898
"Jackson, TN Metro Area",180844,10676,11130,12493,12852,11674,11306,11439,11026,11073,10203,10968,11857,12261,10417,8652,5681,4113,3023,38.9,92.6,80279,26180,13381,17019,6434,17265,58740,76443
"Jackson, WY-ID Micro Area",35459,1664,2115,1940,1761,1544,2679,2850,3190,3008,2302,2281,2036,2371,2261,1607,983,494,373,40.0,108.7,21872,10421,4150,3738,2228,1335,106679,163140
"Jacksonville, FL Metro Area",1645707,96083,102218,105913,99631,95729,110521,119190,113655,105719,99882,104626,108509,108313,91509,76794,49776,29388,28251,39.1,95.5,783495,324902,124261,185075,60883,88374,77013,104828
"Jacksonville, IL Micro Area",37468,1845,2004,2249,2321,2576,2093,2290,2355,2122,2087,2281,2350,3093,2550,1827,1334,860,1231,42.0,99.6,16657,5264,3024,3393,1486,3490,66168,85392
"Jacksonville, NC Metro Area",208537,16720,13834,13464,16509,34944,19818,16438,13336,10355,8124,7843,8247,8598,8010,4559,3784,2065,1889,27.1,126.1,69573,23832,12989,15940,8640,8172,64568,80838
"Jacksonville, TX Micro Area",51143,3487,3396,3890,3257,3117,3308,3084,3186,3046,2983,3064,2524,3606,3157,2394,1577,1179,888,38.2,103.6,20179,7074,3441,3541,2622,3501,59830,79137
"Jamestown, ND Micro Area",21525,1256,1082,1357,1503,1478,1280,1324,1344,1171,1181,1227,1286,1707,1491,1031,700,403,704,40.6,104.6,10632,4117,2229,2183,823,1280,60172,91058
"Jamestown-Dunkirk, NY Micro Area",126329,6686,7447,7331,8484,7854,6870,7300,7124,7057,7095,7865,8953,9788,8811,6927,4578,2790,3369,42.7,98.5,54284,19095,10708,10443,4655,9383,56507,74065
"Janesville-Beloit, WI Metro Area",163944,9371,10422,10508,10832,9790,10012,10070,10786,9930,9905,10604,11228,12090,9682,7505,4400,3598,3211,40.1,98.6,82190,27988,12423,15949,8668,17162,74390,89673
"Jasper, IN Micro Area",43563,2711,3137,2863,2794,2343,2582,2577,2734,2429,2268,2731,3286,3233,2337,2313,1222,1049,954,40.1,101.3,22531,7424,2491,4512,1768,6336,71918,89436
"Jefferson, GA Micro Area",80640,4972,5107,6703,5434,4108,5065,5610,5672,5799,5288,5394,4724,5073,4116,2881,2714,1052,928,38.1,99.4,38703,15410,5501,8198,3964,5630,85012,103982
"Jefferson City, MO Metro Area",150147,8592,8636,10211,9850,9261,9275,10050,10018,9889,9019,9165,9977,10095,8728,6976,4420,3112,2873,39.5,104.4,70938,29178,10063,15525,7014,9158,72425,90517
"Jesup, GA Micro Area",30519,1747,2054,2367,1980,1844,1797,1869,2102,2094,1967,1955,1781,1994,1763,1309,845,562,489,38.9,99.2,11538,3141,2380,1882,1982,2153,49562,65837
"Johnson City, TN Metro Area",208934,9387,11065,10662,13737,16167,13344,12678,11797,12125,12726,14381,13863,15285,12899,11796,7314,5305,4403,42.1,96.8,94869,37498,15701,20818,7926,12926,56096,78204
"Johnstown, PA Metro Area",132355,6297,6847,7569,8405,7956,6897,7095,6820,7199,7933,8622,9292,10314,10237,8121,5269,3433,4049,45.7,99.2,57010,19978,10672,11884,5414,9062,56292,77930
"Jonesboro, AR Metro Area",134837,9017,9321,9704,9964,9664,9543,9841,8788,8711,7921,7501,8143,7154,6161,5297,3288,2470,2349,35.2,95.1,60682,21211,10741,12740,5984,10006,55478,79161
"Joplin, MO-KS Metro Area",202258,12682,14168,13621,13836,13126,12789,12827,13201,11909,11886,12029,13373,12359,11112,9127,6567,4138,3508,38.2,97.4,94215,31176,15920,20120,7978,19021,60146,78164
"Juneau, AK Micro Area",31969,1586,1968,1850,2060,1607,2304,2238,2449,2398,2193,1952,2077,2447,1961,1335,931,475,138,39.8,104.7,16486,7295,2814,2947,1927,1503,100513,122575
"Kahului-Wailuku, HI Metro Area",164675,8950,9952,10066,8913,7833,8861,10141,11879,10693,10220,10950,11806,11418,10749,9574,6263,3115,3292,42.9,99.5,80960,26424,21654,17288,8336,7258,95049,127692
"Kalamazoo-Portage, MI Metro Area",261437,14689,15722,16120,18570,30289,18831,16745,16658,15071,13965,14177,14292,15013,13349,11465,7276,4510,4695,34.9,96.4,131924,56221,23749,25596,8150,18208,70525,96937
"Kalispell, MT Micro Area",108445,5806,6575,7017,6201,5178,6213,6842,7094,7136,6538,6255,6648,8423,7698,6722,3998,2278,1823,42.1,100.2,53313,21136,9301,10589,6120,6167,71327,94808
"Kankakee, IL Metro Area",106833,6169,6603,7110,7863,7282,6769,6533,6363,6488,6349,6630,6670,7359,6127,4833,3393,2361,1931,39.0,98.0,49969,15342,9273,10414,4607,10333,68325,90248
"Kansas City, MO-KS Metro Area",2202006,134817,145363,153850,142149,129060,151289,155946,156339,145521,133514,134971,138234,137804,113349,93452,58279,38889,39180,37.8,97.7,1129635,502865,162278,230905,84628,148959,81927,108186
"Kapaa, HI Micro Area",73610,3980,4126,5027,4184,3217,3975,4453,4915,4819,4274,4631,4559,5432,4814,4789,2675,2028,1712,42.7,99.4,35807,11491,9749,7371,3688,3508,93612,124027
"Kearney, NE Micro Area",57020,3450,3490,4029,4489,5599,3662,3503,3539,3606,2992,2921,3190,3161,2959,2437,1702,1060,1231,35.5,101.1,31168,11802,4645,7165,2999,4557,75141,94631
"Keene, NH Micro Area",76945,3460,3639,4209,5194,5198,4234,4812,4483,4324,4015,4932,5841,5962,5308,4915,2451,1869,2099,43.5,97.0,39357,15379,5954,8386,3626,6012,81001,101172
"Kendallville, IN Micro Area",47417,3076,3388,3091,3111,2790,3005,2765,2767,2899,2992,3020,3482,3185,2799,2059,1381,773,834,39.5,102.1,22974,6166,2824,3729,2398,7857,70908,85659
"Kennett, MO Micro Area",27795,1854,1822,2300,1867,1602,1483,1531,1626,1588,1713,1538,1935,1798,1474,1501,862,659,642,39.5,91.7,10947,3194,2222,1939,1120,2472,47368,66097
"Kennewick-Richland, WA Metro Area",307900,21714,24629,25044,22853,19692,20484,21979,21325,20536,17382,16647,16197,16839,15736,10809,7309,4232,4493,34.4,102.9,139338,54265,22895,24167,19879,18132,85881,110031
"Kenosha, WI Metro Area",168413,9088,10063,11070,11833,11391,10950,10825,10790,10642,10218,11457,12691,11655,9088,6784,4185,2818,2865,39.2,98.2,86642,32921,13955,17166,6543,16057,79412,99465
"Kerrville, TX Micro Area",53166,2558,2665,2803,3141,2929,2661,2783,2866,2345,2612,2959,3126,4491,4388,3802,3109,1910,2018,48.6,95.2,23568,8672,4712,5014,2636,2534,67927,94608
"Ketchikan, AK Micro Area",13870,654,930,789,786,726,1001,975,814,1111,762,908,1031,985,776,807,449,213,153,40.8,108.8,6886,2542,1309,1313,814,908,89155,112238
"Key West-Key Largo, FL Micro Area",81840,3552,3251,3943,3304,3291,4478,4731,5382,4824,5260,6079,6737,7120,6278,5584,3509,2784,1733,48.9,107.4,41647,14286,9649,8822,5204,3686,82430,130952
"Kill Devil Hills, NC Micro Area",37534,1543,1729,2196,1963,1600,1589,1759,2229,2321,2532,2520,2881,3564,2898,3143,1661,725,681,48.5,96.6,18982,7719,2977,4465,2248,1573,81214,106269
"Killeen-Temple, TX Metro Area",485850,36447,35446,37053,34161,39871,39854,38299,35677,31327,26962,24973,24100,23905,20166,15252,9895,6355,6107,32.6,99.6,189559,68260,33482,41776,20138,25903,67203,87771
"Kingsland, GA Micro Area",56036,3755,3940,3694,3482,4875,4583,4066,4004,2909,2871,3082,3168,3372,2769,2375,1576,808,707,34.6,108.1,21693,7929,4349,4276,2073,3066,72399,85169
"Kingsport-Bristol, TN-VA Metro Area",309580,14327,15012,17716,17787,16747,17988,17808,16891,18065,19499,22253,22759,22664,21032,19202,13992,8776,7062,45.6,97.1,131467,46117,21929,27907,12328,23186,55948,78391
"Kingston, NY Metro Area",182109,7926,8802,8846,10985,11225,10950,11743,11317,11123,11054,12327,14015,13989,12261,10199,6347,4436,4564,44.2,99.3,86003,37837,16126,15612,8205,8223,81804,112552
"Kingsville, TX Micro Area",30629,2039,1535,2677,2720,4301,2449,1774,1957,1610,1345,1431,1476,1271,938,1351,769,524,462,29.3,101.2,13281,4337,2753,2730,1829,1632,57612,71503
"Kinston, NC Micro Area",54917,3138,3633,3393,3430,3174,3102,3171,3356,2594,3062,3384,3652,4252,3839,2926,1979,1140,1692,42.2,91.3,22641,6800,4483,3669,3061,4628,44795,63281
"Kirksville, MO Micro Area",29268,1744,1402,1682,2946,4842,1723,1511,1285,1435,1534,1451,1617,1510,1379,1189,988,512,518,31.1,94.9,12338,4669,1825,2697,1227,1920,56468,88118
"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",700984,40756,42127,46442,52307,49340,41496,42015,41964,43876,42702,47866,48154,48631,38361,28765,20251,12528,13403,39.3,99.4,333990,142835,58855,70294,28852,33154,96912,125743
"Klamath Falls, OR Micro Area",69812,3962,4247,4375,4188,3682,4265,4604,4350,3682,3886,3767,4230,5163,5382,4413,2922,1470,1224,41.3,101.3,26480,9664,4518,5389,2747,4162,59353,79314
"Knoxville, TN Metro Area",919553,48101,52390,54665,57940,64744,59898,58671,57441,54441,56087,60031,61992,61346,55470,47776,32784,18817,16959,40.5,97.1,437256,174399,70586,90982,40086,61203,69734,94861
"Kokomo, IN Metro Area",83610,5023,5523,5384,4958,4848,5413,4918,4659,4834,5043,5226,5545,5880,5044,4413,2924,1783,2192,41.0,94.4,37222,10987,6917,6672,2866,9780,62496,81280
"Laconia, NH Micro Area",64300,2576,2299,4266,3436,2909,3440,3619,3421,3708,3783,4267,5476,6074,4780,4672,2431,1548,1595,48.3,97.7,33007,13145,6081,6875,3491,3415,87983,111450
"La Crosse-Onalaska, WI-MN Metro Area",169945,8829,10083,10405,12693,15466,10207,9821,9949,10110,8667,9618,10720,11669,10784,8141,5214,3175,4394,38.8,98.6,87476,33927,13849,17217,7920,14563,71009,94004
"Lafayette, LA Metro Area",410883,26944,28055,28929,25783,24472,27491,30432,29349,26410,23816,24437,26065,26659,22179,16655,10905,6421,5881,37.2,95.4,187193,72473,30460,42184,20966,21110,60910,86057
"Lafayette-West Lafayette, IN Metro Area",225019,12356,12813,13553,22443,32784,16399,14181,12721,12226,11172,11402,10725,12390,9590,8341,5043,3298,3582,30.8,104.6,111261,45999,18183,19560,8381,19138,59895,81357
"La Grande, OR Micro Area",26192,1287,1695,1636,1898,2115,1488,1533,1380,1857,1320,1272,1365,1846,1683,1558,946,663,650,40.1,97.9,11657,3636,2716,2209,1314,1782,64212,83393
"LaGrange, GA-AL Micro Area",104271,6308,6614,7296,6144,6788,7054,7070,6615,5780,6282,6590,7141,6830,5945,4652,3003,1937,2222,38.7,90.1,45744,13793,7387,8744,4274,11546,53959,75571
"Lake Charles, LA Metro Area",245973,16754,15205,19471,15688,14866,16276,16978,16957,15222,13788,14208,15590,16174,13685,9846,7061,4152,4052,37.3,96.4,107301,37819,20299,21153,13353,14677,67010,90608
"Lake City, FL Micro Area",70755,3978,4976,4120,4150,4183,3769,4490,5146,4031,3941,4119,4750,4959,4590,3907,3079,1542,1025,40.7,106.6,28139,9334,5423,6326,3430,3626,55070,73958
"Lake Havasu City-Kingman, AZ Metro Area",217420,8827,9762,10466,10033,8878,10720,11422,10041,10217,10082,12188,14811,20572,22011,17714,14624,9133,5919,53.2,102.6,75937,22798,16814,18076,7580,10669,55799,76121
"Lakeland-Winter Haven, FL Metro Area",760961,42847,44827,50556,49027,46234,48829,51981,49499,46773,44707,44839,45256,45955,44127,39600,30229,18681,16994,39.6,97.2,333548,107131,64005,78686,35583,48143,63644,84031
"Lake of the Woods, VA Micro Area",37208,2177,2240,2255,1915,1863,2305,2635,2524,1573,2218,2502,2773,2791,2659,1812,1071,970,925,42.0,100.2,17585,6729,3100,3364,2689,1703,94175,117261
"Lancaster, PA Metro Area",555151,34742,35193,36981,36894,33803,35163,36628,33750,31892,30035,32143,34273,37074,32752,25910,19373,12906,15639,39.1,96.8,280073,106780,42105,55761,27274,48153,83703,107934
"Lansing-East Lansing, MI Metro Area",470434,24738,27200,26527,35944,47697,33217,30718,29934,26955,25545,27291,28895,28900,26320,20851,13290,7414,8998,36.5,96.7,234123,100011,37937,47380,15415,33380,70886,93503
"Laramie, WY Micro Area",37713,1526,1689,1679,3644,7795,3598,2529,2275,1748,1461,1553,1728,1557,1877,1347,835,578,294,28.7,111.0,21183,11036,3176,3088,2138,1745,59881,84861
"Laredo, TX Metro Area",267731,22121,23909,24390,23722,21203,19463,17384,17679,15476,16666,14888,12884,11060,9234,6813,4707,2650,3482,29.8,98.4,113106,30476,25218,26874,11546,18992,62506,80723
"Lares, PR Micro Area",27944,910,1039,1720,1581,1674,1804,1781,1596,1864,1726,1824,1783,2256,1977,1478,1105,1059,767,45.0,97.4,8641,2555,1878,1605,1282,1321,19323,26779
"Las Cruces, NM Metro Area",221665,12931,13083,16658,18195,23079,15851,13352,12446,12794,11117,11021,11318,12666,11859,9862,7043,4252,4138,34.0,97.6,93662,35758,19407,17914,10921,9662,55663,74338
"Las Vegas, NM Micro Area",31212,1250,1422,1505,1951,1894,1548,1938,1657,1623,1624,1883,2102,2845,2518,2319,1197,975,961,47.8,94.0,12728,4591,3424,2261,971,1481,47700,63052
"Las Vegas-Henderson-North Las Vegas, NV Metro Area",2293764,132177,141507,153027,140225,134281,162915,172990,166973,156616,149139,149798,143586,133178,118058,100422,69239,38951,30682,38.3,100.2,1072756,353791,266673,235601,88654,128037,73845,101010
"Laurel, MS Micro Area",83050,5398,5526,5962,6043,5173,4683,4866,5522,4741,4704,4817,4631,5939,4587,4348,2459,1697,1954,38.5,96.1,34032,10036,5417,6764,4188,7627,49867,70786
"Laurinburg, NC Micro Area",34353,2189,2304,1927,2300,2307,2410,2181,2137,1970,2015,2099,2283,2097,2142,1574,1075,739,604,38.3,106.5,13133,3293,2678,2393,1175,3594,43500,66699
"Lawrence, KS Metro Area",119547,5388,6595,5693,10717,20365,8861,7679,8471,6390,5831,5730,6151,5749,5611,4432,2503,2109,1272,31.3,99.3,66407,32129,10728,12365,4088,7097,68756,93634
"Lawrenceburg, TN Micro Area",44901,2863,3444,2966,3050,2370,2654,3029,2716,2476,2571,2893,3209,2719,2361,2281,1403,1143,753,39.0,96.7,19131,5959,2874,3700,2241,4357,53233,69737
"Lawton, OK Metro Area",127174,8309,8935,8355,8834,10356,10525,10140,8736,7934,6552,6544,7226,7398,5288,5057,2705,2247,2033,34.0,106.5,47575,18170,9342,9227,4448,6388,59060,76993
"Lebanon, MO Micro Area",36245,2386,2441,2435,2555,1844,2067,2149,2446,1997,2082,2256,2702,2375,2163,1676,1117,848,706,39.6,100.5,16096,4392,2392,2973,1440,4899,50825,68851
"Lebanon, PA Metro Area",143592,8103,8681,10121,9093,8509,7913,8499,8322,9191,8194,8750,9136,10165,8201,8099,4948,3493,4174,41.3,97.5,68711,24306,10516,15116,6404,12369,76350,95935
"Lebanon-Claremont, NH-VT Micro Area",222850,9104,10648,11077,14093,13143,12148,13407,12881,12453,12312,14065,16943,18781,17015,14421,9492,5281,5586,46.0,98.7,111603,50378,18113,19103,10323,13686,79161,108874
"Le Mars, IA Micro Area",25699,1453,1742,1961,1753,1336,1301,1466,1604,1542,1513,1555,1596,1921,1643,1208,754,633,718,41.1,103.8,13520,4287,2095,2582,1471,3085,81600,103320
"Lewisburg, PA Micro Area",42570,1851,1887,2305,4082,3283,2421,2692,2599,2684,2526,2653,2882,2423,2586,1867,1533,896,1400,40.5,116.7,17360,7453,3051,3235,1441,2180,72894,103373
"Lewisburg, TN Micro Area",35276,2032,2458,2334,2500,1866,2069,2452,2184,2356,2106,2358,2021,2768,2006,1667,1134,510,455,39.6,99.9,16870,5705,2769,3656,1831,2909,70829,92668
"Lewiston, ID-WA Metro Area",64901,3565,3571,3843,4091,3708,3696,3928,4233,3397,3566,3938,4345,4768,4607,3468,2688,1645,1844,42.3,98.5,29721,10080,5372,6504,3036,4729,70694,90998
"Lewiston-Auburn, ME Metro Area",112323,6054,6470,6960,7440,7256,6607,7164,7184,6692,6498,7229,8153,7846,6390,5800,3981,2481,2118,40.8,96.9,56173,20625,9624,12317,5360,8247,67298,85807
"Lewistown, PA Micro Area",46074,2984,2773,3020,2589,2387,2582,2592,2248,2640,2641,3115,3404,3074,2901,2688,2129,1118,1189,43.1,96.4,21242,5398,3777,4118,2641,5308,61415,73879
"Lexington, NE Micro Area",25949,1965,1998,1904,1823,1406,1541,1661,1877,1323,1375,1610,1393,1642,1383,1074,799,670,505,36.8,108.5,13166,3738,1806,2061,1981,3580,66023,87011
"Lexington-Fayette, KY Metro Area",517378,30167,31554,32601,35626,44679,37813,35304,34860,32112,31981,30854,30307,31125,26732,21034,14210,8776,7643,36.6,96.5,263041,117057,40011,53934,17001,35038,70717,99405
"Lexington Park, MD Metro Area",208163,11922,14593,13806,14136,12172,12787,13864,14927,13074,12402,14099,15193,14563,10537,7970,5786,2908,3424,38.5,100.6,104748,52012,15477,17291,11173,8795,123577,145351
"Liberal, KS Micro Area",21640,1854,2067,1598,1815,1662,1546,1603,1203,1479,1227,1140,878,1323,607,515,388,330,405,31.0,110.5,10442,2711,1396,1938,1472,2925,62269,78653
"Lima, OH Metro Area",101685,6171,6037,7462,7118,6487,6159,6174,5612,6557,5624,5829,6414,7053,6142,5146,3438,2027,2235,39.7,99.9,46096,14182,7475,9189,4333,10917,62001,80262
"Lincoln, IL Micro Area",27870,1338,1616,1441,1745,2136,1631,1894,1985,1616,1792,1744,1690,1925,1517,1452,923,613,812,40.5,99.6,12362,4056,2426,2740,1121,2019,64188,83185
"Lincoln, NE Metro Area",341309,19993,20963,22915,26672,36623,24434,21308,22907,20644,18591,17792,17097,20033,17704,14056,8536,5249,5792,34.4,101.7,183950,78885,30145,37887,14532,22501,73095,99081
"Little Rock-North Little Rock-Conway, AR Metro Area",753605,45766,48907,50958,49039,52619,51753,52174,52175,47755,45143,44433,45370,46814,40167,32691,21617,13096,13128,37.4,94.0,350682,146655,53027,76881,31019,43100,65309,90691
"Lock Haven, PA Micro Area",37707,2003,2113,2083,2810,3691,2323,1988,1970,1981,2105,2203,2364,2659,2357,1914,1298,850,995,39.8,100.5,17109,5196,3298,3212,1989,3414,58842,76816
"Logan, UT-ID Metro Area",151746,11691,13354,12123,14929,20004,12049,9035,9115,8683,7580,6049,5329,6176,5523,3817,2540,1781,1968,26.4,101.1,75669,29676,11688,15601,5789,12915,77520,99917
"Logansport, IN Micro Area",37703,2108,2173,2768,2423,2196,2385,2018,2003,2409,2521,2471,2721,2666,2370,1489,1081,902,999,41.1,99.8,18290,4412,3046,3321,1891,5620,56525,70904
"Longview, TX Metro Area",288921,17595,18908,22050,20474,18364,18500,18557,18795,17926,16099,16694,17539,19062,16833,12291,8557,5242,5435,38.0,98.9,127829,41483,20952,27450,15118,22826,65210,87475
"Longview-Kelso, WA Metro Area",111539,6401,7073,7320,6690,6068,6808,7386,6266,7344,6578,6701,7380,7762,6464,6623,4078,2452,2145,41.1,100.2,46763,14167,8867,8911,5724,9094,72932,92523
"Los Alamos, NM Micro Area",19374,874,1225,1282,1177,726,1293,1468,1327,1411,1119,1214,1659,1080,1136,828,601,477,477,41.1,106.5,10346,7597,903,1107,405,334,143188,167396
"Los Angeles-Long Beach-Anaheim, CA Metro Area",13012469,689012,729305,823152,819102,834802,989635,1022752,925209,871709,852118,876826,843652,787627,642268,494863,330692,224223,255522,38.2,98.2,6432731,2740311,1130615,1315260,463333,783212,93525,132022
"Louisville/Jefferson County, KY-IN Metro Area",1361847,79841,83283,89268,83184,80496,91491,94601,90269,88110,84440,86987,89796,92087,77612,62695,40598,23587,23502,39.3,96.8,675733,262717,97516,138115,50618,126767,71737,97103
"Lubbock, TX Metro Area",354782,22273,23481,24131,29453,40556,26148,24090,23866,21181,18121,17529,16972,19486,15360,12953,8189,4808,6185,32.3,98.6,172393,69022,29520,36980,16594,20277,62288,87603
"Ludington, MI Micro Area",29177,1347,1608,1799,1595,1407,1542,1598,1607,1489,1507,1691,2081,2439,2356,2216,1268,855,772,47.2,101.1,12407,4291,1873,2493,1485,2265,62296,80155
"Lufkin, TX Micro Area",86791,5666,5730,6812,6327,5363,5448,5483,4844,5566,5131,5337,5431,5307,4338,4174,2422,1996,1416,37.8,96.6,37881,12590,7301,7022,4272,6696,58847,75570
"Lumberton, NC Micro Area",116858,7975,7886,8854,8967,7932,7449,7177,6600,6788,7132,7176,6798,7634,5994,5544,3633,2024,1295,36.5,93.2,42751,11677,8164,7790,6070,9050,40318,60160
"Lynchburg, VA Metro Area",262716,13615,14494,14551,19848,22989,16860,15612,13228,14708,13994,15751,17889,18114,15794,13664,10023,5850,5732,40.0,92.9,122736,48157,20839,24545,10933,18262,67782,87750
"Macomb, IL Micro Area",27102,1258,1306,1493,2457,3867,1562,1576,1339,1457,1191,1221,1533,1608,1618,1347,859,525,885,35.1,97.1,12978,4274,2617,2594,1087,2406,50434,69045
"Macon-Bibb County, GA Metro Area",234040,13968,14675,16777,15281,15394,15371,15248,14447,13628,13912,14286,15007,15762,13376,11032,6431,5181,4264,38.6,92.4,99089,35032,16549,23583,8397,15528,58127,84027
"Madison, IN Micro Area",33074,1777,1906,1710,2172,2286,2009,2064,2091,1991,1968,2087,2380,2430,1961,1870,965,875,532,41.6,92.6,14942,4706,2600,2645,1389,3602,59987,79892
"Madison, WI Metro Area",683967,35345,37385,41106,46346,62562,52435,48073,48575,44775,39160,39956,42070,39917,35917,29692,17101,11640,11912,36.9,100.8,381897,200227,51052,66503,23844,40271,86827,113809
"Madisonville, KY Micro Area",45143,2666,2864,3031,2889,2293,2822,2758,2496,2950,2756,2926,3207,2960,2956,2250,1644,908,767,41.3,94.3,18374,6152,2850,3219,2288,3865,57610,71377
"Magnolia, AR Micro Area",22527,1400,1204,1492,2065,2280,1681,1218,1259,963,1318,1091,1340,1317,1215,974,582,527,601,34.5,92.6,9412,3066,1621,1772,648,2305,47363,66389
"Malvern, AR Micro Area",33142,1557,1832,1848,1868,2045,2129,2185,1958,2218,2296,2145,2145,2375,1854,2020,1520,616,531,43.0,109.6,13138,3993,2726,2411,1874,2134,52644,67204
